Generation 0 - Individual Bot Performance
==================================================
Format: BotID | Profit% | WinRate | Trades | FinalBalance | Fitness | Sharpe | MaxDD | SurvivedGens
  9419 |   +0.00% | 100.00% |      1 | $    100.00 |   21.42 |   0.00 |  7.17% |   0
  9420 |  -52.04% |  18.23% |   4378 | $     47.96 |  -85.93 |  -0.43 | 120.08% |   0
  9421 |  -69.06% |  22.94% |   7159 | $     30.94 | -110.79 |  -0.77 | 90.03% |   0
  9422 |   -5.64% |  16.67% |      6 | $     94.36 |    4.41 |  -0.99 |  5.70% |   0
  9423 |   -2.41% |  37.50% |     16 | $     97.59 |   27.72 |  -0.24 |  9.89% |   0
  9424 |   +0.00% |  50.00% |      2 | $    100.00 | 9964.98 |   0.00 | 60.04% |   0
  9425 |  -67.67% |  14.46% |   7806 | $     32.33 | -110.50 |  -0.73 | 92.42% |   0
  9426 |   -6.65% |  25.03% |   1894 | $     93.35 |  -20.98 |  -0.11 | 63.02% |   0
  9427 |   -9.61% |  39.13% |    368 | $     90.39 |   -1.32 |  -0.42 | 22.75% |   0
  9428 |  -90.02% |  19.29% |  15587 | $      9.98 |  -98.32 |  -1.00 | 90.02% |   0
  9429 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  9430 |  -85.12% |  58.31% |   2545 | $     14.88 | -123.30 |  -0.95 | 89.96% |   0
  9431 |  -90.23% |  18.89% |   7413 | $      9.77 |  166.29 |  -1.00 | 90.28% |   0
  9432 |   +3.08% |  47.76% |     67 | $    103.08 |   66.62 |   0.21 | 14.77% |   0
  9433 |  -21.62% |  23.26% |   2713 | $     78.38 |  -38.54 |  -0.40 | 54.38% |   0
  9434 |   -0.74% |  25.00% |      8 | $     99.26 |   11.97 |  -0.15 |  3.49% |   0
  9435 |   -5.63% |  28.29% |   1612 | $     94.37 |    0.08 |  -0.58 |  9.75% |   0
  9436 |   +0.00% |  50.00% |      2 | $    100.00 | 9954.97 |   0.00 | 80.06% |   0
  9437 |   +0.00% |  33.33% |      3 | $    100.00 |    7.26 |   0.00 |  8.81% |   0
  9438 | -100.00% |  32.05% |   1616 | $      0.00 | -148.23 |  -0.99 | 101.05% |   0
  9439 |  -87.32% |  22.06% |   4922 | $     12.68 | -123.67 |  -0.97 | 90.16% |   0
  9440 |  -15.92% |  20.98% |   5948 | $     84.08 |  -24.26 |  -0.74 | 21.39% |   0
  9441 |  -87.61% |  24.43% |   5087 | $     12.39 | -126.66 |  -0.97 | 90.07% |   0
  9442 |  -15.39% |  16.46% |   2692 | $     84.61 |  -50.80 |  -0.19 | 81.44% |   0
  9443 |  -21.87% |  26.86% |   5405 | $     78.13 |  -29.87 |  -0.89 | 24.64% |   0
  9444 |   +0.79% |  31.34% |    134 | $    100.79 | 9989.35 |   0.15 |  5.41% |   0
  9445 |  -45.37% |  17.44% |   8312 | $     54.63 |  -59.18 |  -0.76 | 60.02% |   0
  9446 |  -90.04% |  25.02% |   4785 | $      9.96 | -131.07 |  -1.00 | 90.46% |   0
  9447 |  -90.02% |  18.45% |  11942 | $      9.98 | 9853.63 |  -1.00 | 90.07% |   0
  9448 |   +2.06% |  44.00% |     25 | $    102.06 |   -0.47 |   0.04 | 52.68% |   0
  9449 |  -20.52% |  18.82% |   4229 | $     79.48 |  -36.72 |  -0.34 | 60.05% |   0
  9450 |   -6.59% |  50.00% |     16 | $     93.41 |   -6.41 |  -0.54 | 12.32% |   0
  9451 |   -8.05% |  51.16% |     43 | $     91.95 |  -10.45 |  -0.52 | 15.37% |   0
  9452 |   -0.19% |  24.16% |    956 | $     99.81 |   -5.03 |  -0.01 | 23.01% |   0
  9453 |   +8.72% |  17.39% |     23 | $    108.72 | 9947.17 |   0.09 | 100.07% |   0
  9454 |   -0.12% |  22.22% |      9 | $     99.88 |    4.38 |  -0.02 |  1.44% |   0
  9455 |  -36.69% |  18.03% |   9250 | $     63.31 |  -54.49 |  -0.85 | 43.13% |   0
  9456 |  -57.69% |  19.41% |   6779 | $     42.31 |  -97.69 |  -0.65 | 88.59% |   0
  9457 |  -90.06% |  19.05% |   8805 | $      9.94 | -136.31 |  -1.00 | 90.14% |   0
  9458 |  -10.44% |  23.09% |   1165 | $     89.56 |   72.70 |  -0.14 | 75.27% |   0
  9459 |  -18.44% |  39.22% |   1698 | $     81.56 |  -16.89 |  -0.76 | 24.42% |   0
  9460 |   +5.22% |  24.49% |    539 | $    105.22 |   18.73 |   0.24 | 21.56% |   0
  9461 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  9462 |  -63.46% |  29.73% |   6932 | $     36.54 |  -97.06 |  -0.92 | 69.09% |   0
  9463 |   +0.00% |  25.00% |      4 | $    100.00 | 9988.21 |   0.00 |  3.59% |   0
  9464 |  -38.41% |  25.05% |   3250 | $     61.59 |  -77.69 |  -0.43 | 90.05% |   0
  9465 |  -92.75% |  43.50% |    177 | $      7.25 |  353.67 |  -0.99 | 93.40% |   0
  9466 |  +21.10% |  39.58% |    384 | $    121.10 |  991.39 |   0.98 | 21.56% |   0
  9467 | -100.00% |  16.57% |   4357 | $      0.00 | -181.30 |  -0.60 | 166.98% |   0
  9468 |   -0.40% |  16.67% |     12 | $     99.60 |   75.09 |  -0.06 |  6.66% |   0
  9469 |   -0.35% |   0.00% |      8 | $     99.65 |    4.30 |  -0.07 |  0.70% |   0
  9470 |  -90.24% |  21.79% |   6185 | $      9.76 |  -99.21 |  -1.00 | 90.26% |   0
  9471 |   -7.94% |  25.00% |      8 | $     92.06 |  -56.75 |  -0.08 | 100.07% |   0
  9472 |   -7.19% |  33.33% |      9 | $     92.81 |   -0.43 |  -0.47 | 15.46% |   0
  9473 |  -39.26% |  13.22% |   4371 | $     60.74 |  -16.84 |  -0.52 | 74.97% |   0
  9474 |   +0.00% | 100.00% |      1 | $    100.00 | 10004.99 |   0.00 |  0.03% |   0
  9475 |  -85.88% |  18.15% |   8024 | $     14.12 |  -65.01 |  -0.95 | 90.19% |   0
  9476 |  -86.18% |  18.25% |  11031 | $     13.82 | -128.03 |  -0.96 | 90.14% |   0
  9477 |  -90.22% |  17.43% |   4803 | $      9.78 | 9848.23 |  -0.90 | 100.07% |   0
  9478 |   -5.51% |  58.67% |    196 | $     94.49 |  269.97 |  -0.24 | 22.85% |   0
  9479 |  -53.26% |  32.11% |   6537 | $     46.74 |  -82.20 |  -0.84 | 63.47% |   0
  9480 |  -26.16% |  18.26% |   2465 | $     73.84 |   15.21 |  -0.29 | 90.67% |   0
  9481 | -100.00% |  25.61% |   4159 | $      0.00 | 9806.07 |  -0.59 | 168.11% |   0
  9482 |   -1.87% |   0.00% |      1 | $     98.13 |    2.20 |  -0.37 |  1.87% |   0
  9483 |   +7.82% |  42.86% |    112 | $    107.82 |   12.79 |   0.29 | 26.58% |   0
  9484 |   -2.01% |  31.40% |    602 | $     97.99 |   50.14 |  -0.20 | 10.21% |   0
  9485 |  -59.68% |  18.15% |   8285 | $     40.32 |  -72.84 |  -0.74 | 81.15% |   0
  9486 |  -90.35% |  19.67% |   3863 | $      9.65 |  440.25 |  -0.99 | 90.80% |   0
  9487 |   -9.76% |  37.45% |   6396 | $     90.24 |  -13.58 |  -0.77 | 12.63% |   0
  9488 | -100.00% |  65.62% |     32 | $      0.00 | -159.29 |  -0.71 | 141.72% |   0
  9489 |   +1.86% |  62.50% |     16 | $    101.86 |   23.30 |   0.37 |  3.31% |   0
  9490 |   -1.78% |  17.65% |     17 | $     98.22 |   13.30 |  -0.29 |  6.11% |   0
  9491 |   -1.12% |  25.00% |      8 | $     98.88 |   16.77 |  -0.15 |  7.28% |   0
  9492 |   -0.08% |  58.45% |    373 | $     99.92 |  203.77 |  -0.01 |  8.14% |   0
  9493 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  9494 |  -50.38% |  22.78% |   8357 | $     49.62 |  -92.10 |  -0.56 | 89.98% |   0
  9495 |  -29.25% |  21.02% |   2636 | $     70.75 |  -55.82 |  -0.46 | 63.00% |   0
  9496 |  -12.51% |  20.09% |   4659 | $     87.49 |  -18.14 |  -0.63 | 19.72% |   0
  9497 |   -0.43% |  40.35% |    171 | $     99.57 |  689.81 |  -0.09 |  3.28% |   0
  9498 |  -20.79% |  15.32% |   1736 | $     79.21 |  -59.85 |  -0.23 | 90.06% |   0
  9499 |  -90.29% |  24.30% |   6227 | $      9.71 | -149.76 |  -0.75 | 120.08% |   0
  9500 |  -43.54% |  15.86% |   9877 | $     56.46 |  -98.92 |  -0.40 | 107.68% |   0
  9501 |   +0.00% |   0.00% |      8 | $    100.00 |    4.78 |   0.00 |  0.44% |   0
  9502 |  +11.81% |  66.21% |    145 | $    111.81 |  -27.84 |   0.12 | 95.92% |   0
  9503 |   +0.00% | 100.00% |      1 | $    100.00 | 10004.97 |   0.00 |  0.06% |   0
  9504 |   -0.11% |  18.18% |     11 | $     99.89 | 9987.12 |  -0.02 |  2.81% |   0
  9505 |   +0.00% |   0.00% |      4 | $    100.00 |   -5.04 |   0.00 |  0.08% |   0
  9506 |  -39.37% |  15.36% |  10511 | $     60.63 |  -55.20 |  -0.85 | 46.40% |   0
  9507 |  -90.27% |  17.99% |   7408 | $      9.73 | 9853.19 |  -1.00 | 90.27% |   0
  9508 |  -90.02% |  18.17% |   6532 | $      9.98 | 9853.55 |  -1.00 | 90.12% |   0
  9509 |  -17.25% |  13.38% |   5958 | $     82.75 |  -45.87 |  -0.29 | 60.32% |   0
  9510 |  -50.77% |  20.14% |   8254 | $     49.23 |  -97.84 |  -0.55 | 92.18% |   0
  9511 |  -93.08% |  58.73% |   1260 | $      6.92 | -132.73 |  -1.00 | 93.23% |   0
  9512 |  -27.25% |  21.13% |   2026 | $     72.75 |  -50.00 |  -0.27 | 100.07% |   0
  9513 |  -23.84% |  26.31% |  15283 | $     76.16 |  -36.67 |  -0.89 | 26.66% |   0
  9514 |  -87.44% |  18.05% |   7379 | $     12.56 | 9856.09 |  -0.97 | 90.16% |   0
  9515 |   -2.89% |  24.42% |   1511 | $     97.11 |  -24.47 |  -0.05 | 61.66% |   0
  9516 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  9517 |  -20.96% |  27.00% |   2974 | $     79.04 |  -26.50 |  -0.54 | 38.93% |   0
  9518 |  -86.81% |  35.45% |   1388 | $     13.19 | -110.14 |  -0.96 | 90.65% |   0
  9519 |   -1.45% |   4.76% |     21 | $     98.55 | 9983.77 |  -0.29 |  1.45% |   0
  9520 |   +3.50% |  56.60% |     53 | $    103.50 |   20.07 |   0.32 | 11.08% |   0
  9521 |  -84.56% |  17.76% |   5349 | $     15.44 | -102.29 |  -0.94 | 90.17% |   0
  9522 |   -0.44% |  34.35% |    230 | $     99.56 |    7.31 |  -0.09 |  3.39% |   0
  9523 |  -90.10% |  22.23% |  12509 | $      9.90 |   21.96 |  -1.00 | 90.11% |   0
  9524 |  -24.88% |  60.44% |   3114 | $     75.12 |  -35.84 |  -0.68 | 36.41% |   0
  9525 |  -50.75% |  22.11% |   8233 | $     49.25 |  -84.48 |  -0.59 | 85.88% |   0
  9526 |   +0.00% | 100.00% |      1 | $    100.00 | 10004.94 |   0.00 |  0.11% |   0
  9527 | -100.00% |  26.78% |   4261 | $      0.00 | -188.93 |  -0.56 | 179.25% |   0
  9528 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  9529 |   +0.32% |  50.00% |     10 | $    100.32 | 9994.80 |   0.06 |  1.04% |   0
  9530 |   -0.34% |   0.00% |      8 | $     99.66 |    4.32 |  -0.07 |  0.68% |   0
  9531 |  -90.18% |  17.95% |   6195 | $      9.82 |  -70.48 |  -1.00 | 90.23% |   0
  9532 |   -0.98% |  56.25% |    192 | $     99.02 |   38.14 |  -0.10 | 10.24% |   0
  9533 |   -0.05% |  50.00% |     14 | $     99.95 |   24.96 |  -0.01 |  1.06% |   0
  9534 |   +5.25% |  25.47% |    644 | $    105.25 |    3.84 |   0.52 | 10.12% |   0
  9535 |   +5.86% |  40.00% |     10 | $    105.86 |    7.43 |   1.17 |  4.13% |   0
  9536 |   +0.00% | 100.00% |      1 | $    100.00 | 10004.98 |   0.00 |  0.04% |   0
  9537 |  -90.15% |  18.99% |   6560 | $      9.85 | -136.43 |  -1.00 | 90.15% |   0
  9538 |  -21.61% |  22.94% |   2088 | $     78.39 |  -52.24 |  -0.28 | 77.59% |   0
  9539 |   +0.58% |  66.67% |      6 | $    100.58 |   15.38 |   0.08 |  7.07% |   0
  9540 |   -6.51% |  28.65% |    562 | $     93.49 |   49.15 |  -0.78 |  8.32% |   0
  9541 |  +22.20% |  50.00% |    164 | $    122.20 |  618.58 |   0.22 | 100.05% |   0
  9542 |   -2.10% |  34.88% |   1465 | $     97.90 |    5.19 |  -0.42 |  4.56% |   0
  9543 |   -4.34% |  30.00% |     10 | $     95.66 |   -0.85 |  -0.87 |  2.05% |   0
  9544 |   -0.87% |  18.18% |     11 | $     99.13 |    5.70 |  -0.09 |  9.79% |   0
  9545 |   -1.62% |  17.99% |   2062 | $     98.38 |   -0.70 |  -0.13 | 12.44% |   0
  9546 |   -1.20% |  14.29% |      7 | $     98.80 | 9985.46 |  -0.24 |  2.39% |   0
  9547 |   -2.09% |  24.23% |   2022 | $     97.91 |  -15.34 |  -0.05 | 39.82% |   0
  9548 |   -2.19% |  22.22% |      9 | $     97.81 |    0.06 |  -0.44 |  2.99% |   0
  9549 |   +3.58% |  44.44% |     27 | $    103.58 |   29.47 |   0.39 |  9.28% |   0
  9550 |  -23.60% |  17.28% |   3751 | $     76.40 |  -39.12 |  -0.42 | 56.66% |   0
  9551 |  -65.90% |  18.17% |  11319 | $     34.10 |  -96.15 |  -0.91 | 72.57% |   0
  9552 |  -84.61% |  22.24% |  22305 | $     15.39 | -117.83 |  -0.99 | 85.39% |   0
  9553 |   +0.00% |   0.00% |      1 | $    100.00 |    3.19 |   0.00 |  3.61% |   0
  9554 |  -90.12% |  24.79% |   6410 | $      9.88 | -110.69 |  -1.00 | 90.42% |   0
  9555 | -100.00% |  23.88% |   6269 | $      0.00 | -170.65 |  -0.53 | 189.38% |   0
  9556 |   +0.00% | 100.00% |      3 | $    100.00 |   24.50 |   0.00 |  1.00% |   0
  9557 |  -31.52% |  58.64% |   1407 | $     68.48 |  -44.47 |  -0.79 | 40.06% |   0
  9558 |  -82.23% |  17.16% |   5769 | $     17.77 | -126.93 |  -0.91 | 90.21% |   0
  9559 |   -1.34% |  33.33% |     15 | $     98.66 | 9987.25 |  -0.22 |  6.15% |   0
  9560 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  9561 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  9562 |  -18.15% |  26.68% |   1342 | $     81.85 |   -8.47 |  -0.20 | 90.23% |   0
  9563 |   -2.55% |  35.79% |    190 | $     97.45 |    6.67 |  -0.03 | 87.11% |   0
  9564 |  -90.01% |  19.23% |   7328 | $      9.99 | -137.99 |  -0.96 | 93.90% |   0
  9565 |   +0.64% |  31.12% |    347 | $    100.64 |   47.59 |   0.08 |  7.59% |   0
  9566 |  -90.03% |  19.26% |   5113 | $      9.97 | 9828.77 |  -0.64 | 140.10% |   0
  9567 |  -52.53% |  25.66% |   2708 | $     47.47 |  -87.55 |  -0.52 | 100.07% |   0
  9568 |   -0.09% |  35.29% |     17 | $     99.91 |   51.83 |  -0.02 |  1.64% |   0
  9569 |   +5.01% |  15.00% |     20 | $    105.01 | 9944.98 |   0.05 | 96.07% |   0
  9570 |   -5.53% |  50.00% |     12 | $     94.47 |   54.58 |  -0.65 |  8.57% |   0
  9571 |  -58.42% |  16.77% |  12080 | $     41.58 |  946.71 |  -0.65 | 89.99% |   0
  9572 |  +18.06% |  35.71% |     14 | $    118.06 |   16.19 |   1.67 | 10.82% |   0
  9573 |   +0.00% |   0.00% |      0 | $    100.00 |    0.00 |   0.00 |  0.00% |   0
  9574 |   -7.31% |  17.46% |   1712 | $     92.69 |  165.20 |  -0.11 | 66.60% |   0
  9575 |  -94.61% |  58.97% |   1199 | $      5.39 | -135.54 |  -0.99 | 95.45% |   0
  9576 | -100.00% |  60.60% |   1713 | $      0.00 | -143.39 |  -0.99 | 101.01% |   0
  9577 |   -2.88% |  12.50% |      8 | $     97.12 | 9981.58 |  -0.47 |  6.08% |   0
  9578 |  -28.62% |  16.64% |   2524 | $     71.38 |  -66.17 |  -0.32 | 90.11% |   0
  9579 |   +0.66% |  46.43% |    336 | $    100.66 |   36.89 |   0.13 |  2.91% |   0
  9580 |   +0.08% |  60.15% |    261 | $    100.08 |   14.82 |   0.01 |  7.05% |   0
  9581 |   -8.98% |  23.79% |   1400 | $     91.02 |  -38.81 |  -0.10 | 90.06% |   0
  9582 |   -0.27% |  20.00% |     10 | $     99.73 |    6.66 |  -0.05 |  4.11% |   0
  9583 |  -71.64% |  22.57% |   7784 | $     28.36 |  -76.65 |  -0.80 | 90.10% |   0
  9584 |   -1.43% |   6.25% |     16 | $     98.57 | 9984.11 |  -0.29 |  1.43% |   0
  9585 |  -60.70% |  25.97% |   3832 | $     39.30 |  -90.50 |  -0.97 | 62.51% |   0
  9586 |   -2.38% |  29.52% |   2148 | $     97.62 |   20.65 |  -0.44 |  5.45% |   0
  9587 |  -23.52% |  42.32% |   1907 | $     76.48 |  -62.44 |  -0.26 | 89.95% |   0
  9588 |   -4.65% |  41.67% |     24 | $     95.35 |  199.63 |  -0.05 | 100.07% |   0
  9589 |  -18.28% |  28.25% |   3112 | $     81.72 |  -32.50 |  -0.49 | 37.34% |   0
  9590 |   -0.51% |  27.27% |     11 | $     99.49 |   -3.62 |  -0.07 |  7.13% |   0
  9591 |  -10.73% |  60.51% |   3112 | $     89.27 |   -9.75 |  -0.86 | 12.54% |   0
  9592 |   -7.00% |  24.44% |   5269 | $     93.00 |   -5.30 |  -0.75 |  9.38% |   0
  9593 |   -2.49% |  33.33% |      3 | $     97.51 |    6.89 |  -0.50 |  4.57% |   0
  9594 |  +18.29% |  36.00% |    225 | $    118.29 |   54.61 |   0.66 | 27.90% |   0
  9595 |   -7.61% |  22.71% |   2664 | $     92.39 |   -9.68 |  -0.30 | 25.17% |   0
  9596 |   +0.00% |   0.00% |      1 | $    100.00 |   -5.02 |   0.00 |  0.05% |   0
  9597 |   -2.86% |  34.77% |    463 | $     97.14 |  114.75 |  -0.24 | 12.16% |   0
  9598 |   +7.46% |  45.32% |    631 | $    107.46 |    6.43 |   0.63 | 11.90% |   0
  9599 |   -3.00% |  57.84% |    370 | $     97.00 |    1.34 |  -0.60 |  4.65% |   0
  9600 |  -90.22% |  21.07% |   6726 | $      9.78 | -152.78 |  -0.72 | 125.06% |   0
  9601 |  -13.55% |  21.70% |   7218 | $     86.45 |  -17.40 |  -0.85 | 15.93% |   0
  9602 |   -4.38% |  14.29% |      7 | $     95.62 | 9981.29 |  -0.88 |  4.38% |   0
  9603 |  -14.14% |  17.62% |   3002 | $     85.86 |    2.76 |  -0.35 | 39.90% |   0
  9604 |   -9.49% |  59.62% |   3363 | $     90.51 |   -9.04 |  -0.72 | 13.25% |   0
  9605 |  -27.82% |  13.51% |  16272 | $     72.18 |  -75.14 |  -0.31 | 90.04% |   0
  9606 |   -2.53% |  57.14% |      7 | $     97.47 |   57.76 |  -0.51 |  2.53% |   0
  9607 |  -52.66% |  19.40% |   4021 | $     47.34 |  -83.48 |  -0.53 | 100.07% |   0
  9608 |  -53.86% |  23.98% |   2415 | $     46.14 |  -98.19 |  -0.40 | 136.10% |   0
  9609 |  -92.57% |  21.51% |   5747 | $      7.43 | -132.20 |  -1.03 | 90.01% |   0
  9610 |   -0.76% |  27.45% |    929 | $     99.24 |  -19.81 |  -0.02 | 44.98% |   0
  9611 |  -50.03% |  24.00% |   5024 | $     49.97 |  -69.54 |  -0.93 | 53.65% |   0
  9612 |  -39.34% |  13.06% |   4274 | $     60.66 |  -24.23 |  -0.44 | 89.53% |   0
  9613 |   +0.00% |   0.00% |      2 | $    100.00 |   -6.86 |   0.00 |  3.71% |   0
  9614 |   -1.69% |  26.76% |    882 | $     98.31 |  -10.38 |  -0.07 | 23.78% |   0
  9615 |  -90.06% |  17.92% |  16186 | $      9.94 |  693.80 |  -1.00 | 90.07% |   0
  9616 |   +0.71% |  32.30% |    322 | $    100.71 |  170.48 |   0.11 |  6.65% |   0
  9617 |   +7.89% |  33.63% |   1139 | $    107.89 |  -32.43 |   0.08 | 93.76% |   0
  9618 |  -90.00% |  18.39% |   5825 | $     10.00 | -130.47 |  -1.00 | 90.28% |   0
  9619 |   +3.80% |  48.08% |    104 | $    103.80 |   73.54 |   0.35 | 10.77% |   0
  9620 |  -33.18% |  28.19% |   3995 | $     66.82 |  -69.97 |  -0.39 | 84.19% |   0
  9621 |  -43.66% |  22.86% |   3697 | $     56.34 |  -74.99 |  -0.44 | 100.07% |   0
  9622 |  -90.04% |  23.20% |   7383 | $      9.96 |  129.77 |  -0.99 | 90.65% |   0
  9623 |   +3.76% |  46.17% |   1594 | $    103.76 |   -2.45 |   0.15 | 25.65% |   0
  9624 |   +0.50% |  83.33% |      6 | $    100.50 |   18.98 |   0.08 |  6.38% |   0
  9625 |  -88.57% |  32.00% |   5759 | $     11.43 |   96.92 |  -0.58 | 154.02% |   0
  9626 |  -25.12% |  21.76% |   5225 | $     74.88 |  -31.57 |  -0.50 | 50.74% |   0
  9627 |   -2.65% |  50.00% |      6 | $     97.35 |   67.02 |  -0.53 |  2.65% |   0
  9628 |  -32.82% |  39.90% |   2421 | $     67.18 |  -48.56 |  -0.87 | 37.64% |   0
  9629 | -100.00% |  31.66% |   1775 | $      0.00 | -160.80 |  -0.70 | 143.60% |   0
  9630 |  -94.30% |  31.05% |   1916 | $      5.70 | -124.52 |  -1.00 | 94.39% |   0
  9631 |   +5.24% |  31.18% |    170 | $    105.24 |   59.29 |   0.05 | 106.35% |   0
  9632 |  -29.85% |  13.44% |  16207 | $     70.15 |  -77.18 |  -0.33 | 90.03% |   0
  9633 |  -92.19% |  14.87% |  13207 | $      7.81 | -143.81 |  -0.82 | 112.08% |   0
  9634 |  -90.02% |  20.39% |   8285 | $      9.98 | -131.23 |  -0.99 | 90.50% |   0
  9635 |  -49.73% |  23.40% |   3923 | $     50.27 |  -47.29 |  -0.55 | 89.95% |   0
  9636 |   -0.10% |  18.75% |     16 | $     99.90 | 9987.79 |  -0.02 |  1.72% |   0
  9637 |  +10.47% |  59.83% |    117 | $    110.47 |   20.16 |   0.56 | 18.69% |   0
  9638 |   +0.29% |  36.36% |     11 | $    100.29 |  219.84 |   0.03 |  8.58% |   0
  9639 |   -9.76% |   0.00% |      5 | $     90.24 |  -19.65 |  -1.00 |  9.76% |   0
  9640 |   +4.30% |  69.23% |     13 | $    104.30 | 10000.81 |   0.86 |  4.66% |   0
  9641 |   -0.54% |  50.00% |     12 | $     99.46 |   59.72 |  -0.11 |  3.52% |   0
  9642 |  -42.97% |  24.71% |   3068 | $     57.03 |  -63.20 |  -0.48 | 90.15% |   0
  9643 |  -90.22% |  18.35% |   6016 | $      9.78 | -134.74 |  -1.00 | 90.23% |   0
  9644 |  -70.09% |  22.92% |   3630 | $     29.91 | -103.42 |  -0.78 | 90.06% |   0
  9645 |  -17.75% |  18.32% |   5479 | $     82.25 |  -11.17 |  -0.50 | 35.32% |   0
  9646 |   -1.43% |  42.86% |      7 | $     98.57 | 9972.11 |  -0.04 | 40.06% |   0
  9647 |   +0.00% |  66.67% |      3 | $    100.00 | 9948.30 |   0.00 | 100.07% |   0
  9648 |   +0.17% |  58.24% |    364 | $    100.17 |   49.03 |   0.02 | 10.44% |   0
  9649 | -100.00% |  25.06% |   4857 | $      0.00 | 1340.57 |  -0.59 | 168.79% |   0
  9650 | -100.00% |  17.25% |   5862 | $      0.00 |  -89.16 |  -0.62 | 160.99% |   0
  9651 |  -60.68% |  25.78% |   6141 | $     39.32 |  -95.34 |  -0.86 | 70.50% |   0
  9652 |  -90.03% |  24.85% |   9501 | $      9.97 | -133.59 |  -1.00 | 90.16% |   0
  9653 |   +0.58% |  21.41% |    850 | $    100.58 |   -5.16 |   0.01 | 46.33% |   0
  9654 | -100.00% |  58.47% |   1045 | $      0.00 | -180.76 |  -0.57 | 174.93% |   0
  9655 |   -0.57% |  25.19% |   1842 | $     99.43 |  -31.48 |  -0.01 | 79.10% |   0
  9656 |  -25.62% |  13.77% |   2055 | $     74.38 |  270.00 |  -0.28 | 90.06% |   0
  9657 |  -20.68% |  20.65% |   7554 | $     79.32 |  -16.60 |  -0.90 | 22.87% |   0
  9658 | -100.00% |  26.05% |   3812 | $      0.00 | -180.92 |  -0.60 | 165.63% |   0
  9659 |  -11.09% |  58.83% |   2215 | $     88.91 |  -12.87 |  -0.65 | 17.09% |   0
  9660 |  -87.63% |  33.10% |   7123 | $     12.37 | -134.59 |  -0.87 | 100.92% |   0
  9661 |  -93.96% |  22.05% |   6702 | $      6.04 | -139.67 |  -1.04 | 90.28% |   0
  9662 |   -9.46% |  31.58% |     19 | $     90.54 | 9976.43 |  -0.87 | 10.85% |   0
  9663 |   -0.95% |   0.00% |      3 | $     99.05 |   -6.47 |  -0.19 |  1.05% |   0
  9664 |  -12.05% |  24.11% |   6852 | $     87.95 |  -18.85 |  -0.82 | 14.68% |   0
  9665 |  -89.60% |  52.77% |   1192 | $     10.40 | -141.62 |  -0.76 | 118.28% |   0
  9666 |   +0.46% |  18.75% |     16 | $    100.46 | 9988.75 |   0.09 |  0.93% |   0
  9667 |   +5.80% |  47.62% |     21 | $    105.80 |   40.26 |   1.16 |  4.70% |   0
  9668 |  -92.36% |  16.96% |  11754 | $      7.64 | -131.89 |  -1.03 | 90.05% |   0
  9669 |   -1.90% |  59.28% |    921 | $     98.10 |    2.03 |  -0.22 |  8.51% |   0
  9670 |  -90.02% |  25.62% |   6737 | $      9.98 | 9854.96 |  -1.00 | 90.29% |   0
  9671 |  -71.75% |  23.85% |   7681 | $     28.25 | -110.35 |  -0.80 | 89.98% |   0
  9672 |   +0.00% |  33.33% |      3 | $    100.00 |   -2.06 |   0.00 |  7.45% |   0
  9673 |   -0.67% |  20.00% |     10 | $     99.33 | 9957.97 |  -0.01 | 60.72% |   0
  9674 |  -90.03% |  15.48% |   7623 | $      9.97 | -136.07 |  -1.00 | 90.27% |   0
  9675 |   +6.95% |  55.56% |      9 | $    106.95 | 10002.32 |   1.39 |  1.48% |   0
  9676 |   -1.38% |  63.43% |    361 | $     98.62 |   12.18 |  -0.16 |  8.86% |   0
  9677 |   +0.66% |  25.29% |   1206 | $    100.66 |   10.57 |   0.13 |  4.37% |   0
  9678 |   -0.47% |  50.00% |     14 | $     99.53 |   21.22 |  -0.06 |  7.70% |   0
  9679 |   -8.58% |  16.70% |   1563 | $     91.42 |  135.09 |  -0.09 | 100.07% |   0
  9680 |   -9.23% |  30.05% |   1471 | $     90.77 |  -16.99 |  -0.32 | 29.07% |   0
  9681 |  -90.34% |  15.42% |   7204 | $      9.66 |  -84.79 |  -1.00 | 90.34% |   0
  9682 |  -27.23% |  17.30% |   3746 | $     72.77 |  -49.82 |  -0.38 | 70.82% |   0
  9683 | -100.00% |  53.83% |    379 | $      0.00 | -155.14 |  -0.82 | 121.82% |   0
  9684 |   -0.59% |  42.86% |      7 | $     99.41 | 9992.69 |  -0.12 |  0.60% |   0
  9685 |   -7.33% |  16.67% |      6 | $     92.67 |  -13.99 |  -0.73 |  9.98% |   0
  9686 |  -27.44% |  28.31% |  10542 | $     72.56 |  -42.30 |  -0.87 | 31.57% |   0
  9687 |   +0.00% |  66.67% |      3 | $    100.00 | 9988.33 |   0.00 | 20.01% |   0
